cluster_0_gene_name	cluster_0_score	cluster_0_pval	cluster_0_pval_adj	cluster_0_log2foldchange	cluster_1_gene_name	cluster_1_score	cluster_1_pval	cluster_1_pval_adj	cluster_1_log2foldchange	cluster_2_gene_name	cluster_2_score	cluster_2_pval	cluster_2_pval_adj	cluster_2_log2foldchange	cluster_3_gene_name	cluster_3_score	cluster_3_pval	cluster_3_pval_adj	cluster_3_log2foldchange	cluster_4_gene_name	cluster_4_score	cluster_4_pval	cluster_4_pval_adj	cluster_4_log2foldchange	cluster_5_gene_name	cluster_5_score	cluster_5_pval	cluster_5_pval_adj	cluster_5_log2foldchange	cluster_6_gene_name	cluster_6_score	cluster_6_pval	cluster_6_pval_adj	cluster_6_log2foldchange	cluster_7_gene_name	cluster_7_score	cluster_7_pval	cluster_7_pval_adj	cluster_7_log2foldchange	cluster_8_gene_name	cluster_8_score	cluster_8_pval	cluster_8_pval_adj	cluster_8_log2foldchange	cluster_9_gene_name	cluster_9_score	cluster_9_pval	cluster_9_pval_adj	cluster_9_log2foldchange
LOC100537556	34.84188	5.651578948677405e-266	2.0530793902543162e-263	0.8416743	ptk7a	38.851994	0.0	0.0	0.88072634	rps10	31.457113	3.35539704764603e-217	1.3787931540376294e-214	0.81929886	tp53inp2	13.539426	9.150170176057137e-42	8.75412845927665e-40	0.506635	midn	21.03691	3.013991313583442e-98	1.4813471816918148e-95	1.2947534	npm1a	3.621012	0.00029345280061692235	0.0010342643279336017	-0.1971628	snai1a	19.930565	2.2105466225461117e-88	1.319275277160496e-85	1.6765434	styk1	28.19373	6.98012447292754e-175	4.6043105273263607e-172	9.238229	phldb1b	4.894464	9.857410354016542e-07	0.0006677995890102125	3.03264	zdhhc5a	5.2927713	1.2047658903911388e-07	5.697860718593261e-05	3.3868175
her4.3	34.561977	9.419724611033801e-262	3.3730688157167607e-259	1.4733907	foxc1a	38.766647	0.0	0.0	2.7597122	rpl19	29.713299	5.170389745628703e-194	1.993861374829678e-191	0.7186246	eif4ebp3l	13.327576	1.6001253317196517e-40	1.3735870398933146e-38	0.3734042	p4ha2	20.76676	8.650008729707984e-96	4.169636900362698e-93	2.9749112	cebpb	3.5955126	0.00032375355939131666	0.0011370613310498448	2.8438432	sp5a	19.918276	2.825552817736264e-88	1.6471001611483066e-85	2.6289442	b3gnt5a	28.089617	1.3119150881452551e-173	8.020600877914382e-171	8.656947	elovl7b	4.877873	1.0723601390349857e-06	0.0007065148963775716	3.5129435	zgc:55582	5.2755613	1.3235044067601432e-07	6.058594790270243e-05	3.7812698
sox19b	33.397324	1.499282747502697e-244	4.944871230118764e-242	1.2355899	kirrel3l	38.635033	0.0	0.0	1.629154	rps29	29.639452	4.638345317754658e-193	1.7615873293157313e-190	1.0128968	tra2a	13.207995	7.889747885380402e-40	6.338603220991833e-38	0.30888367	fzd8a	20.695585	3.7959474087826756e-95	1.7952682594065385e-92	2.5549445	acer1	3.2411587	0.0011904486314667554	0.004004802764239121	2.438244	prex1	19.774698	4.917585319356144e-87	2.739204302555136e-84	3.9960084	krt17	28.039679	5.337449955360152e-173	3.111360943745525e-170	8.007187	gid8b	4.872982	1.0992611888105517e-06	0.0007065148963775716	2.32467	krtcap2	5.240027	1.605533054727431e-07	6.938670956861688e-05	3.0023112
lrrc8c	33.369473	3.802288568702071e-244	1.2377683800400793e-241	0.8690809	capn8	38.577225	0.0	0.0	1.648272	rpl34	28.968187	1.6562446367127628e-184	6.016728704904654e-182	1.0301387	capn8	13.117229	2.623520720101775e-39	2.0422723717413383e-37	1.1598655	irs2b	20.635904	1.3067734252569578e-94	6.065848643979797e-92	2.540085	si:ch211-95j8.2	3.1339803	0.0017245242821794374	0.005731493722767141	2.436541	LOC110439423	19.39737	8.122361709953966e-84	4.331811034504386e-81	2.3319204	gbgt1l4	28.02804	7.39957012396072e-173	4.215400561981805e-170	5.7029524	sik2b	4.8576603	1.1878095073937087e-06	0.0007406220973423951	3.7875025	cmpk	5.2242713	1.7484206025273158e-07	7.241582629947123e-05	2.6010296
LOC100534909	33.259354	1.495137582866807e-242	4.743939069891062e-240	0.9680649	rdh10a	38.436283	0.0	0.0	1.9291025	rpl35a	28.949448	2.8516190659231626e-184	1.0067420212173239e-181	0.90377223	ran	13.072419	4.7335942860276066e-39	3.6064521086190876e-37	0.24187976	krtcap2	20.465248	4.394464756140738e-93	2.0027573377713407e-90	1.924831						sp5l	19.225296	2.2733845811096442e-82	1.1871803731269654e-79	1.2170763	si:ch73-70c5.1	28.011993	1.1607647011673382e-172	6.465717333213445e-170	9.65662	cntrl	4.8537602	1.2114220853362402e-06	0.0007406220973423951	3.769495	zgc:55781	5.2231264	1.7592735185834982e-07	7.241582629947123e-05	5.6951065
si:ch211-137a8.4	33.17926	2.1440384742304905e-241	6.717808549382685e-239	0.982248	vcana	38.16338	0.0	0.0	1.7233466	cox7c	28.709723	2.8851784850020703e-181	9.772957284467823e-179	1.1503628	seta	12.906211	4.1523571212165743e-38	2.9073459106261077e-36	0.2678471	six3b	20.361515	3.67060257332948e-92	1.6141635807557324e-89	4.778266						si:dkey-17e16.13	18.97702	2.6416261618589294e-80	1.3513265586358351e-77	3.7375119	cldnb	28.007215	1.3271756488139735e-172	7.231953220254578e-170	8.35365	hsd17b12a	4.7825365	1.730968567458395e-06	0.0010330585264740984	1.7179204	ciarta	5.2168736	1.8196826409565862e-07	7.241582629947123e-05	5.90867
rgs3b	33.170208	2.8959863985311178e-241	8.961826551306296e-239	0.9414261	il17rd	38.142197	0.0	0.0	1.2915552	pou5f3	28.587421	9.631112283495932e-180	3.218846139974787e-177	0.75254446	eif4a1a	12.897337	4.6592264560658465e-38	3.253152377374555e-36	0.281185	ism1	20.350355	4.609298435691057e-92	1.99201163084538e-89	2.057114						ptk7a	18.821754	5.0097827168758716e-79	2.4622590898276585e-76	1.0757396	ywhaqa	27.971304	3.6308224127588127e-172	1.9363871191109022e-169	3.4862587	aqp3a	4.7374687	2.1640442027878567e-06	0.00123955896128619	6.2103233	prelid3b	5.2168117	1.8202906610567464e-07	7.241582629947123e-05	2.0330014
foxh1	33.14831	5.989466395552977e-241	1.830877617938182e-238	0.8877798	aplnra	37.946102	0.0	0.0	2.0540273	rps14	28.258417	1.1217806188073442e-175	3.651760128704531e-173	0.6065768	krt92	12.676656	7.9658213131763e-37	5.146166933919514e-35	-4.779424	hdlbpa	19.759226	6.682077251005095e-87	2.6586182281538686e-84	0.77710205						lima1a	18.789505	9.20339939660809e-79	4.4363924860649686e-76	1.6239566	perp	27.943092	7.998119113196331e-172	4.176684451903734e-169	6.246872	si:ch211-15b10.6	4.7355494	2.1846242764205317e-06	0.00123955896128619	3.140823	orc6	5.2136855	1.8512523791862526e-07	7.241582629947123e-05	2.4330697
pou5f3	32.86508	6.936154798556546e-237	2.0697816211978378e-234	0.48857847	mespaa_1	37.639713	4.82052873227157e-310	2.626768982676506e-307	2.9108667	banf1	28.129152	4.311666748896915e-174	1.3680536547829123e-171	0.96331286	hnrnpa0b	12.575556	2.877681427540351e-36	1.7854446203645158e-34	0.29572213	hyou1	19.64943	5.846588193638681e-86	2.2898528072147996e-83	1.5552275						cmtm6	18.58067	4.607260107911781e-77	2.1386218863873465e-74	1.0298961	agr1	27.886238	3.91852936345678e-171	2.004527694375666e-168	8.576351	rfx2	4.731804	2.2253312557998304e-06	0.00123955896128619	3.5556748	zgc:113424	5.208733	1.901345278495427e-07	7.241582629947123e-05	5.8468843
arl5c	32.66363	5.132195560366838e-234	1.495855975769246e-231	0.9065123	sash1a	37.459736	4.169996551953978e-307	2.22393901215486e-304	1.4095589	zgc:171772	27.86489	7.110750365840282e-171	2.2279758583769063e-168	0.86076105	snrpc	12.4351015	1.6852746815080654e-35	9.823975620158413e-34	0.3021985	cyp27c1	19.587904	1.9609640245981306e-85	7.447503672814658e-83	1.5023614						prdx5	18.574358	5.182131275367783e-77	2.3617327736067065e-74	3.571661	elovl1a	27.865911	6.910729056245027e-171	3.4644866904767566e-168	6.914438	cldn5a	4.722611	2.3283598126541787e-06	0.0012687536318258619	5.573347	si:rp71-45k5.2	5.199478	1.9984907418448791e-07	7.476741632102052e-05	6.493535
celsr1a	32.57129	1.0461446887548496e-232	2.9798480418555747e-230	0.95185035	efnb2b	37.2087	4.935983089525525e-303	2.577611502542642e-300	1.7744718	rpl4	27.59155	1.4053299125070638e-167	4.348888837889143e-165	0.793988	ndufa4l	12.370635	3.7683172507893266e-35	2.1565442969928142e-33	0.28806847	lamc1	19.344866	2.251931662423596e-83	8.301017507398509e-81	1.518048						si:zfos-943e10.1	18.225874	3.2169726216321942e-74	1.4146778198917998e-71	1.2921135	ano9b	27.851995	1.0188440040918563e-170	5.007518393444405e-168	7.9346123	ctsla	4.678224	2.8937048977546977e-06	0.0015432682333429628	0.8980955	cldng	5.190687	2.0951939060534938e-07	7.723254477814246e-05	3.790548
tcf7l1b	32.49937	1.0883547662443449e-231	3.065247255132668e-229	0.923781	abi1b	37.107197	2.1507405471608123e-301	1.1002135215333248e-298	1.8509911	eef2b	26.44305	4.386045170631716e-154	1.2934189205535834e-151	0.56644624	cldne	12.352003	4.751320338336656e-35	2.700603074846862e-33	-0.26486856	tmco1	19.058075	5.630778949639595e-81	2.0163015021666584e-78	1.9286673						apoc1	18.193323	5.829571076526381e-74	2.5193798035208667e-71	1.2744809	gmds	27.783455	6.874170319721134e-170	3.2510934572477347e-167	7.0086794	ctnnd1	4.665409	3.0800346430737623e-06	0.0015832025736071394	1.2302693	stip1	5.17487	2.2806970241037937e-07	8.285210377708072e-05	2.342519
sb:cb288	32.035892	3.451660849916487e-225	9.404275093913768e-223	0.8048765	LOC110439434	36.78068	3.7597512376586707e-296	1.8848384904630446e-293	1.8924979	marcksb	26.436962	5.153321647861192e-154	1.5020134933173096e-151	0.5819529	sec61b	12.253022	1.6185047221475434e-34	9.01543097007785e-33	0.2671073	insb	18.841982	3.419163721985274e-79	1.1740377788394915e-76	2.7596486						gid8b	18.14824	1.3258517024413008e-73	5.6328472497277365e-71	1.6732835	wu:fb18f06	27.697966	7.387442929809142e-169	3.429141564418444e-166	5.9809713	myo10	4.6644187	3.094906491133401e-06	0.0015832025736071394	2.5942466	prdx2	5.1479716	2.633183809837e-07	9.122454546707959e-05	1.8387038
tfap2c	32.022564	5.2918074713608833e-225	1.426284366420773e-222	1.2436029	LOC101884747	36.694447	8.95530269166769e-295	4.401443475869456e-292	0.9030989	cirbpa	26.119127	2.2109432057441068e-150	6.370057746572618e-148	0.47980753	fscn1a	12.19914	3.1412702708018256e-34	1.70233744879133e-32	0.9539397	dad1	18.762089	1.54217298793057e-78	5.223798393982117e-76	0.7996276						LOC110439434	18.129082	1.8787288442312955e-73	7.848702868250276e-71	2.2487242	sult6b1	27.594143	1.3081569900260208e-167	5.855404127141471e-165	3.703336	lmna	4.6499944	3.3194395211955583e-06	0.0016641014207657572	5.0741577	ddit4	5.147724	2.6366612721723633e-07	9.122454546707959e-05	2.496571
tuba8l4	31.835669	2.0784463905192322e-222	5.48403549734264e-220	0.50076014	LOC110438146	36.39505	5.0979718323223373e-290	2.457418499019071e-287	1.819827	rpl31	25.95781	1.4842463392604641e-148	4.227740765898045e-146	0.8124257	zgc:56676	12.035876	2.3017659496651183e-33	1.153921305886117e-31	0.28114015	nme4	18.704782	4.525725308839141e-78	1.5125577412181588e-75	1.7972398						ism1	18.081593	4.450480156341196e-73	1.8287825508007938e-70	2.0870433	alox5b.3	27.59118	1.4197604493667265e-167	6.243458846285327e-165	7.8846903	zdhhc8b	4.6268415	3.7128467144210394e-06	0.0018248277596799563	5.0371604	tlk1a	5.131628	2.872464464902279e-07	9.729891118546016e-05	2.3713062
nhsl1b	31.673018	3.6563258173797264e-220	9.448398241076311e-218	0.9201	eve1	35.89227	4.032794819458244e-282	1.9072836781988743e-279	1.5307251	rpl26	25.920895	3.8724375688309205e-148	1.0906350573069197e-145	0.53600484	snrpb	11.948094	6.643119311712087e-33	3.2084090301999067e-31	0.31193072	tle3a	18.597492	3.367001528002584e-77	1.1104902671172732e-74	1.4859813						cdh2_1	17.968554	3.435536279302039e-72	1.3889540705965308e-69	1.577849	ell2	27.557865	3.5620485813812255e-167	1.5133272837440983e-164	4.8179326	ftr82	4.61706	3.8921454735856865e-06	0.0018689641995158293	2.726845	mapre1a	5.1261806	2.9567925521960325e-07	9.848574482761024e-05	2.9898503
LOC100148329	31.611677	2.5517414174752763e-219	6.526729629636253e-217	1.4006656	fn1a_1	35.74084	9.180857994474132e-280	4.2616182683238633e-277	1.8400346	p4hb_1	25.831045	3.9737585052414096e-147	1.1067358965820131e-144	1.2892659	fbl	11.930272	8.230365734392926e-33	3.967352836505636e-31	0.27357155	fzd8b_1	18.18004	7.427786744819135e-74	2.3567709182991956e-71	4.630685						magi1b	17.826338	4.414070332896704e-71	1.7287982338185746e-68	1.1314052	waslb	27.538038	6.155114708858393e-167	2.5714017548707414e-164	5.785322	LOC101884451	4.613903	3.951771426407842e-06	0.0018689641995158293	1.788214	calm3a	5.1243234	2.9860833826292104e-07	9.848574482761024e-05	2.846383
pcna	31.487595	1.284367879390563e-217	3.25191568331352e-215	0.5136589	asph	35.637554	3.6733584275056635e-278	1.6741164062519448e-275	1.0672807	rps25	25.787642	1.2202149081336333e-146	3.324555096443223e-144	0.7050971	hnrnpa0l	11.142398	7.799052883605328e-29	2.7650786362157164e-27	0.1992315	gid8b	18.175936	8.005185409022308e-74	2.5082247182819148e-71	1.4234142						ephb3	17.485836	1.8369782313604314e-68	7.083953284197011e-66	1.8731157	znf185	27.496262	1.945942077687573e-166	7.867255503115598e-164	7.882561	si:ch73-22o12.1	4.596476	4.2969612521592525e-06	0.001994585754567108	3.437792	ubfd1	5.1188135	3.0746374756467215e-07	0.00010008943242150743	2.760452
her4.2	31.471556	2.12900717734425e-217	5.336569390731096e-215	1.4800397	LOC100334495	35.38686	2.719553633711772e-274	1.2172916318324874e-271	1.9560264	khsrp	25.699	1.1993909549294339e-145	3.198290816623531e-143	0.81323856	si:ch73-299h12.2	10.85068	1.979460017204358e-27	6.402212231128315e-26	0.8992293	LOC101884451	18.166363	9.531135164345373e-74	2.949474494191125e-71	1.0176482						cdh2	17.445576	3.719481447548978e-68	1.4126139691554953e-65	1.6703633	esrp1	27.370646	6.133816079471203e-165	2.4023474038753934e-162	7.2514515	sox17	4.5450006	5.493505286521082e-06	0.0025036400638534084	4.565513	zgc:162472	5.0954127	3.4798211775460124e-07	0.00011041164257768146	3.3497148
atp1b1a	31.1777	2.1375077112243303e-213	5.252820420544026e-211	0.63328975	six4a	34.955734	1.0595586906525773e-267	4.6594558140171057e-265	3.0414417	rps3	25.091227	6.200398218259069e-139	1.5089240945522507e-136	0.73468965	sarnp	10.803519	3.3125871507518756e-27	1.0405176631672496e-25	0.27081802	ppib	18.089218	3.875435240637425e-73	1.1846543870953377e-70	0.7549682						itga5	17.093245	1.6663675550873555e-65	6.053502773307197e-63	1.1842717	zgc:123295	27.35943	8.340682438560827e-165	3.216423784691779e-162	8.955428	ca9	4.4996853	6.8054199028807776e-06	0.0030461545586715996	1.8927367	sec22ba	5.0874267	3.629542733705919e-07	0.00011372264770384071	4.6854587
srsf5a	30.903526	1.0710203702315168e-209	2.53266005662483e-207	0.3993162	pcdh10b	34.588383	3.777647374570018e-262	1.6325949843271047e-259	2.2495732	hnrnpa1a	24.575848	2.289830864484629e-133	5.124723254390332e-131	0.6218548	zgc:92066	10.794533	3.653150980008728e-27	1.1431945376391857e-25	0.17475203	ell2	18.07398	5.109179245141886e-73	1.5429721320328497e-70	1.8546103						cst3	16.927626	2.8150869837092293e-64	9.938446525866978e-62	1.3052309	im:7150988	27.35403	9.670431742775027e-165	3.672712758551498e-162	7.822247	si:ch211-125o16.4_1	4.456041	8.348710675908344e-06	0.0036713821368827815	1.9512687	lnx2b	5.074674	3.8816069809086535e-07	0.00011980852711366447	4.442732
tiparp	30.441212	1.5658193836999796e-203	3.568075333802154e-201	1.072957	tob1a	34.282265	1.4424120696995477e-257	6.128051006625231e-255	1.3224546	zgc:91910	24.337656	7.833384727949985e-131	1.7223826455332837e-128	0.9539619	rpa3	10.763479	5.1199676616225676e-27	1.5805062734757545e-25	0.34865412	cited4b	18.021376	1.3240848079924135e-72	3.951132118706885e-70	1.2268151						kmt2bb	16.179031	7.090093617891973e-59	2.3384248240273706e-56	0.9157747	dhrs13a.2	27.34737	1.160547856450503e-164	4.277984201439457e-162	6.5896106	noto	4.4392643	9.02669489394407e-06	0.0038394260898970255	3.5016744	cnep1r1	5.0725694	3.9248019170983726e-07	0.00011980852711366447	2.7598555
hmga1a	30.275494	2.4099688661558177e-201	5.345865451244401e-199	0.22791262	ddit4	34.19216	3.161912448714945e-256	1.3209416239914801e-253	1.3786086	rps20	24.335232	8.310198384760881e-131	1.8113341974992718e-128	0.57485306	ywhabb	10.644149	1.8567351312709392e-26	5.443382783676885e-25	0.29346058	bcar1	18.008402	1.6738919125179367e-72	4.936208785785247e-70	2.4635665						acvr1ba	16.104893	2.357040496077351e-58	7.6729320876201135e-56	1.2371144	zgc:91849	27.340681	1.3937672960550321e-164	5.063213194625426e-162	8.9001465	eml4	4.4377785	9.089210195276827e-06	0.0038394260898970255	2.9830594	arntl1a	5.060126	4.189794398356043e-07	0.0001235545722225795	4.6513004
alpl	29.924057	9.574603852785314e-197	2.0689398290854886e-194	1.053566	lef1	33.93247	2.2125894708654533e-252	9.091929127330074e-250	1.5646871	rpl27	23.99889	2.8560527257481333e-127	5.965818135300226e-125	0.53579724	psmb7	10.591045	3.279090931203636e-26	9.436704165505205e-25	0.3080184	gyltl1b	17.938972	5.852656747048137e-72	1.7058452793198673e-69	1.6858827						lamb1a	16.075611	3.782470201262335e-58	1.2155307444210475e-55	1.6412764	tmem154	27.287899	5.904257987283471e-164	2.1142304387035357e-161	8.638683	macf1b	4.4353952	9.190360065180784e-06	0.0038394260898970255	8.485617	pfn2	5.0333824	4.819005863718799e-07	0.00013884275974709816	1.8903627
her15.1	29.869272	4.934362261261922e-196	1.0571343969298404e-193	0.9077424	cdx1a	33.51013	3.431213944894521e-246	1.365187440360731e-243	1.9731803	rplp2l	23.904728	2.7349617463571165e-126	5.665665382990701e-124	0.6199617	snrpa	10.5708	4.070096268092637e-26	1.1619707637358776e-24	0.24915364	fbn2b	17.749763	1.7308421624283204e-70	4.98681490154348e-68	2.4313614						fn1a_1	16.050667	5.655326111647398e-58	1.794384864741186e-55	1.8027251	zgc:85975	27.283247	6.704565784422553e-164	2.3669950134131792e-161	5.2353315	si:zfos-1011f11.1	4.4031105	1.0670967019766494e-05	0.004352394101811088	4.155408	rcc1	5.0310297	4.878520314973163e-07	0.0001389602161535424	1.4340272
slc38a2	29.482727	4.7943062302587574e-191	1.0014506663972168e-188	0.8704445	depdc7	33.462418	1.6981791759575565e-245	6.651024878836267e-243	1.2239984	sf1	23.902365	2.8941112507985935e-126	5.94621250922275e-124	0.6910728	bzw1a	10.54335	5.452138268468057e-26	1.5355426723305655e-24	0.1756379	ntd5	17.422367	5.581980966911677e-68	1.5546437212956454e-65	4.889425						lama1	15.797855	3.2188385958325525e-56	1.0085426030392346e-53	1.5280668	dnase1l4.1	27.261396	1.2176233599805312e-163	4.239020436287777e-161	6.6427965	ta	4.3992724	1.0861436777171453e-05	0.004352394101811088	2.516472	chfr	5.0145626	5.315420723148348e-07	0.00014641355587520494	2.933882
nhsb	29.39453	6.451100880309804e-190	1.336390865006988e-187	1.1813107	skilb	33.025898	3.4517931935970895e-239	1.3109492150106765e-236	1.1510874	rps17	23.570284	7.777545791386371e-123	1.5230622094288341e-120	0.6334283	supt4h1	10.361098	3.7265638658047743e-25	9.947822136343182e-24	0.3178491	ctsc	17.284449	6.160826062636224e-67	1.6970029240224134e-64	1.1506722						LOC101884451	15.4600315	6.4567023356215e-54	1.973703667618153e-51	1.0742749	mapkapk3	27.221552	3.610178870243514e-163	1.2228749129935664e-160	8.276211	magi1b	4.3977246	1.0939153770609533e-05	0.004352394101811088	1.496504	pho	4.9537706	7.278908732180146e-07	0.0001920559224008711	1.6099839
orc6	29.24332	5.460315382742623e-188	1.1218710277362834e-185	0.8464929	fscn1a	32.944775	5.0257034725701115e-238	1.8802131827379467e-235	1.0328882	rpl36	23.519876	2.553945798681527e-122	4.962574061221019e-120	0.71238226	sumo3a	10.256855	1.1023819852281598e-24	2.8196231471152096e-23	0.22419882	ufm1	17.175343	4.0624310335166615e-66	1.0718831188013541e-63	1.4120871						cpn1	15.385598	2.044778761660972e-53	6.175231860216136e-51	3.0477273	ywhaz	27.195515	7.338846721736202e-163	2.4527404256938615e-160	2.321551	gmds	4.3846006	1.1619875750871049e-05	0.004550996962052089	2.1625962	prmt6	4.951604	7.36043904583817e-07	0.00019218413033643704	2.8715951
seta	29.094687	4.190905227230721e-186	8.540587839493109e-184	0.31869468	LOC101886882	32.916218	1.288318709879469e-237	4.74897011497629e-235	3.1028333	rps27.2	23.012817	3.4690156662090495e-117	6.393701962440885e-115	0.7369637	rps29	10.191334	2.1676864953603727e-24	5.43352296927031e-23	0.31400967	rreb1b	17.097712	1.5434875649163197e-65	4.0301103439783825e-63	2.378282						arhgap11a	15.34313	3.9373966881026437e-53	1.1749379212378675e-50	0.9306096	degs2	27.182941	1.0334471886266621e-162	3.364206133781287e-160	8.176378	fgf8a	4.360643	1.2968094202620739e-05	0.005000896142813714	3.0050666	zgc:55413	4.937272	7.922282777729425e-07	0.00020263259194547528	2.0029411
pcdh18b	28.873747	2.551164118596063e-183	5.035234629663694e-181	1.3180802	si:ch211-106e7.2_1	32.911907	1.4848587191847785e-237	5.3941258920413994e-235	1.1733922	rbm4.2	22.96934	9.443819516156207e-117	1.715353478202692e-114	0.6216045	nhp2	10.180229	2.429875689007779e-24	6.048387688249155e-23	0.23750351	ahi1	17.041983	4.0090642347708046e-65	1.0359917949357215e-62	1.0669817						trim33	15.297909	7.895286220839086e-53	2.3282734636653237e-50	0.9957757	zgc:153911	27.070799	2.173941168462438e-161	6.986155042138395e-159	9.22716	si:ch211-85n16.4	4.3500876	1.360831122403964e-05	0.005168271653663297	6.5822115	cnot4b	4.9300604	8.220429988943308e-07	0.00020576593456151117	4.082395
g3bp1	28.550962	2.7327166510882035e-179	5.3099438431144885e-177	0.5594685	her7	32.714916	9.583601164762286e-235	3.431750668513307e-232	1.4308573	alcamb	22.518799	2.716292435805625e-112	4.7612997339792864e-110	1.0472654	cirbpb	10.114889	4.745542313856558e-24	1.1571183233378255e-22	0.17569874	srpr	16.993593	9.16009646999079e-65	2.3429283481305015e-62	1.2090411						lhfp	15.224891	2.4176153699788853e-52	7.04650544928962e-50	4.4643044	si:dkey-87o1.2	27.033024	6.048316005931399e-161	1.919077076008563e-158	6.6241217	lye	4.3189797	1.5675228321598375e-05	0.005786157426545952	2.136796	ppp1r12a	4.9283886	8.291055370107966e-07	0.00020576593456151117	2.0365763
cers2b	28.517117	7.18663819058356e-179	1.3856944068089807e-176	1.0134448	ccnd1	32.701584	1.482931877065494e-234	5.2353761169751656e-232	0.7078153	slc25a5	22.29465	4.164266556785059e-110	7.005470168615725e-108	0.48782697	rrm2	10.10285	5.3659590120362495e-24	1.3020632003456014e-22	0.24763228	sec23b	16.747099	5.945542555202818e-63	1.5053633301890286e-60	1.9218018						arid3b	15.167228	5.828756479276105e-52	1.6602682944265322e-49	0.6686862	canx	27.002188	1.3929973773003585e-160	4.310724970297628e-158	3.5023916	rhov	4.3154507	1.5927745249807336e-05	0.005786157426545952	1.4812375	ntmt1	4.9204645	8.633900508619268e-07	0.0002121738726951476	2.6212254
